transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600768,C100140,08-03-2026 05:51,76,353,senior,253.95,5,grocery,DE,1969.3,1,web,contactless,0.693,2,7,106.02,2.4,0,1,0.387,0,8508.58,0,1
T202600769,C100072,16-03-2026 16:44,45,710,retail,108.09,16,gaming,US,13.7,0,pos,web_portal,0.455,0,0,28.17,3.84,1,0,0.64,0,4915.69,0,0
T202600770,C100106,29-01-2026 03:14,64,979,retail,141.41,3,grocery,US,14.6,0,mobile,mobile_app,0.603,1,1,40.94,3.45,0,0,0.281,0,11330.84,0,0
T202600771,C100227,14-01-2026 16:12,52,1043,affluent,135.56,16,utilities,NG,4938.1,0,web,mobile_app,0.497,0,3,137.77,0.98,0,1,0.42,1,9519.64,0,0
T202600772,C100288,10-02-2026 15:01,50,766,small_business,100.92,15,fashion,BR,17.8,0,mobile,atm,0.112,0,2,170.13,0.59,1,0,0.202,0,2436.46,0,0
T202600773,C100008,04-03-2026 17:40,30,392,retail,14.58,17,grocery,SG,41.5,0,atm,web_portal,0.313,2,0,24.12,0.6,0,0,0.01,1,22180.44,0,0
T202600774,C100073,29-03-2026 01:57,25,937,retail,23.56,1,grocery,GB,23.4,0,pos,contactless,0.454,0,4,15.94,1.48,0,0,0.401,2,1331.58,0,1
T202600775,C100253,27-03-2026 22:26,37,1862,affluent,113.72,22,healthcare,US,7.4,0,mobile,mobile_app,0.094,0,1,101.67,1.12,1,0,0.653,0,2147.29,1,0
T202600776,C100316,25-03-2026 17:31,61,428,senior,530.19,17,electronics,AE,27,0,pos,card_swipe,0.421,0,0,186.03,2.85,1,0,0.302,0,4567.72,0,0
T202600777,C100160,03-02-2026 21:21,77,1368,retail,1483.08,21,grocery,MX,4032.3,0,web,contactless,0.364,0,4,245.85,6.03,1,1,0.353,0,3374.19,0,1
T202600778,C100011,16-01-2026 23:07,76,933,retail,301.06,23,electronics,IN,16.5,0,atm,mobile_app,0.048,1,1,125.23,2.4,0,0,0.208,0,8091.72,0,0
T202600779,C100056,14-01-2026 09:23,50,1022,small_business,179.76,9,digital_services,US,25.8,0,web,web_portal,0.317,0,2,112.55,1.6,0,0,0.332,1,1500.2,0,0
T202600780,C100077,21-01-2026 03:40,31,781,senior,59.71,3,fuel,US,26.4,0,pos,atm,0.321,0,4,20.08,2.97,1,0,0.44,0,2050.35,0,0
T202600781,C100230,14-03-2026 09:05,45,1172,retail,138.93,9,utilities,US,46.2,0,pos,card_swipe,0.544,0,0,60.77,2.29,1,0,0.306,0,20647.32,0,0
T202600782,C100042,15-02-2026 01:50,60,436,small_business,271.33,1,grocery,US,24.4,0,mobile,contactless,0.565,0,3,242.04,1.12,1,0,0.43,0,6107.07,0,0
T202600783,C100309,25-03-2026 01:12,24,1160,retail,272.47,1,electronics,US,13,0,web,mobile_app,0.182,0,1,108.72,2.51,1,0,0.479,0,7942.92,1,0
T202600784,C100111,05-01-2026 13:16,64,1506,retail,66.71,13,gaming,IN,1080.7,0,web,mobile_app,0.067,1,4,83.36,0.8,1,1,0.396,1,4825.51,0,0
T202600785,C100105,05-01-2026 00:35,65,746,retail,66.06,0,gaming,DE,8.5,0,pos,contactless,0.509,1,3,61.76,1.07,1,0,0.551,0,1389.45,0,0
T202600786,C100095,20-01-2026 12:48,35,1091,retail,103.44,12,grocery,IN,5.5,0,pos,mobile_app,0.136,0,2,117.05,0.88,0,0,0.224,0,2391.42,0,0
T202600787,C100040,03-01-2026 14:08,27,536,retail,146.09,14,gaming,SG,23.1,0,pos,mobile_app,0.344,1,2,62.39,2.34,1,0,0.513,1,7629.2,0,0
T202600788,C100040,14-03-2026 11:27,27,536,retail,152.31,11,healthcare,SG,12.2,0,web,contactless,0.372,0,2,62.39,2.44,0,0,0.465,1,6561.05,0,0
T202600789,C100121,09-02-2026 14:33,58,1016,retail,304.42,14,grocery,CA,1.6,0,pos,contactless,0.551,1,1,180.14,1.69,1,0,0.299,1,6899.69,0,0
T202600790,C100147,21-03-2026 03:02,32,968,retail,46.9,3,electronics,MX,5.1,0,web,card_swipe,0.493,0,2,70.17,0.67,1,0,0.544,0,3579.38,0,1
T202600791,C100089,14-03-2026 10:18,67,778,retail,258.28,10,electronics,IN,15.7,0,atm,card_swipe,0.364,0,0,87.71,2.94,1,0,0.01,0,3936.71,0,0
T202600792,C100183,29-01-2026 04:18,59,1187,retail,58.96,4,healthcare,CA,1061.9,1,mobile,web_portal,0.401,2,3,15,3.93,1,1,0.361,0,14188.96,0,1
T202600793,C100302,08-01-2026 11:45,18,659,retail,117.73,11,fuel,IN,3.9,0,atm,contactless,0.168,0,4,161.89,0.73,1,0,0.034,1,1892.64,0,0
T202600794,C100152,05-03-2026 10:49,73,1939,senior,341.43,10,gaming,DE,7.3,0,atm,mobile_app,0.218,0,0,137.75,2.48,1,0,0.19,1,2165,0,0
T202600795,C100101,26-02-2026 00:43,29,1218,senior,57.67,0,healthcare,US,11.5,0,pos,mobile_app,0.267,0,1,30.15,1.91,1,0,0.242,0,3770.98,0,0
T202600796,C100189,14-03-2026 18:46,36,1587,retail,457,18,electronics,SG,24.6,0,pos,contactless,0.152,0,1,65.53,6.97,1,0,0.729,0,3057.03,0,0
T202600797,C100012,06-02-2026 16:09,62,902,affluent,362.06,16,electronics,CA,8.4,0,web,web_portal,0.164,0,0,203.48,1.78,0,0,0.013,0,17953.11,0,0
T202600798,C100306,16-02-2026 12:13,36,477,affluent,73.23,12,digital_services,GB,9.2,0,pos,web_portal,0.479,0,1,43.14,1.7,0,0,0.409,0,4941.08,0,0
T202600799,C100237,20-03-2026 03:22,43,634,retail,213.91,3,fuel,US,5.6,0,mobile,web_portal,0.079,0,1,268.98,0.8,0,0,0.243,0,13770.28,0,0
T202600800,C100191,19-02-2026 02:47,55,663,retail,241.01,2,grocery,CA,2.4,0,mobile,web_portal,0.122,0,1,123.74,1.95,1,0,0.409,1,1448.04,0,0
T202600801,C100091,28-02-2026 19:57,66,1106,affluent,29.69,19,fuel,IN,8.4,0,pos,contactless,0.051,0,3,59.99,0.49,0,0,0.056,0,4988.46,1,0
T202600802,C100245,02-03-2026 18:50,23,729,small_business,59.13,18,utilities,CA,8.7,0,atm,contactless,0.632,0,1,44.92,1.32,1,0,0.216,0,8172.58,0,0
T202600803,C100125,30-03-2026 10:26,51,892,retail,302.19,10,electronics,AE,4.8,0,mobile,card_swipe,0.616,0,1,119.93,2.52,1,0,0.236,0,3454.33,0,0
T202600804,C100189,20-02-2026 07:45,36,1587,retail,101.62,7,fuel,SG,3.1,0,web,card_swipe,0.087,0,1,65.53,1.55,1,0,0.05,0,2510.72,0,0
T202600805,C100187,25-03-2026 16:17,40,1510,retail,49.4,16,digital_services,US,24.7,0,atm,mobile_app,0.111,0,2,80.47,0.61,0,0,0.32,0,2889.81,1,0
T202600806,C100181,15-02-2026 09:16,27,311,retail,44.12,9,fashion,GB,4755.3,0,mobile,atm,0.454,0,1,56.63,0.78,1,1,0.395,0,9572.52,0,1
T202600807,C100017,26-02-2026 06:11,25,733,retail,65.42,6,fashion,BR,18.1,0,pos,contactless,0.084,1,0,70.76,0.92,1,0,0.599,0,1505.16,1,0
T202600808,C100067,11-02-2026 19:23,40,423,affluent,68.15,19,atm_withdrawal,IN,12.7,1,mobile,contactless,0.512,0,3,34.97,1.95,1,0,0.155,0,4891.22,0,0
T202600809,C100173,07-01-2026 18:30,61,691,retail,110.54,18,healthcare,GB,16.3,0,mobile,mobile_app,0.291,0,1,197.75,0.56,1,0,0.573,0,30534.91,0,0
T202600810,C100019,11-03-2026 03:44,45,1555,affluent,44.12,3,healthcare,US,12.1,0,mobile,mobile_app,0.212,0,5,50.86,0.87,1,0,0.307,0,1195.95,0,0
T202600811,C100292,12-03-2026 18:38,75,415,retail,73.08,18,restaurant,CA,5445.5,1,pos,atm,0.639,2,6,40.29,1.81,0,1,0.39,0,1926.45,0,0
T202600812,C100027,08-01-2026 11:06,67,1257,small_business,117.92,11,luxury,DE,4.6,0,atm,atm,0.134,0,1,54.46,2.17,0,0,0.607,0,965.37,0,0
T202600813,C100234,18-02-2026 12:03,47,512,student,231.57,12,grocery,IN,6.2,0,pos,web_portal,0.178,0,0,128.69,1.8,1,0,0.332,0,8882.24,0,0
T202600814,C100155,08-01-2026 09:14,57,955,retail,80.64,9,restaurant,IN,16.7,0,mobile,web_portal,0.295,0,3,83.64,0.96,1,0,0.274,2,1413.52,0,0
T202600815,C100306,12-01-2026 20:58,36,477,affluent,38.04,20,fashion,GB,22,0,pos,web_portal,0.074,1,0,43.14,0.88,1,0,0.01,0,4264.07,0,0
T202600816,C100186,21-03-2026 12:12,27,463,retail,143.74,12,luxury,DE,9.7,0,web,web_portal,0.479,0,3,69.78,2.06,1,0,0.731,0,8969.24,0,1
T202600817,C100276,02-02-2026 15:50,46,170,retail,85.53,15,atm_withdrawal,CA,15.7,0,pos,mobile_app,0.11,1,2,65.48,1.31,1,0,0.158,1,2522.32,0,0
T202600818,C100054,09-02-2026 15:15,47,710,retail,65.24,15,healthcare,US,28.4,0,pos,card_swipe,0.015,1,3,81.82,0.8,1,0,0.332,0,13962.97,0,0
T202600819,C100294,17-02-2026 22:33,50,1060,senior,122.68,22,gaming,NG,686.9,0,mobile,web_portal,0.452,0,3,44.39,2.76,0,1,0.584,0,6999.69,0,0
T202600820,C100023,18-01-2026 01:17,73,845,senior,352.76,1,restaurant,IN,39,0,atm,contactless,0.535,1,0,66.84,5.28,1,0,0.635,1,1610.5,0,0
T202600821,C100001,24-03-2026 14:38,64,403,student,175.42,14,atm_withdrawal,US,1.8,0,pos,contactless,0.084,0,0,169.27,1.04,1,0,0.447,1,7852.6,0,0
T202600822,C100168,24-02-2026 15:09,38,782,small_business,27.01,15,healthcare,MX,3054.6,0,pos,card_swipe,0.295,0,1,35.62,0.76,1,1,0.334,0,9752.1,0,0
T202600823,C100009,25-03-2026 15:00,23,881,affluent,30.91,15,digital_services,SG,6005.1,1,atm,atm,0.108,0,6,36.75,0.84,1,1,0.456,0,15681.03,1,0
T202600824,C100251,26-01-2026 19:27,47,381,senior,13.69,19,fuel,MX,5.2,0,pos,atm,0.258,0,1,61.44,0.22,1,0,0.069,0,8669,0,0
T202600825,C100299,15-03-2026 18:29,19,448,senior,171.29,18,gaming,US,3.2,0,pos,contactless,0.056,1,3,58.16,2.95,0,0,0.78,0,2471.91,0,1
T202600826,C100073,26-01-2026 09:48,25,937,retail,11.75,9,healthcare,GB,6,0,mobile,contactless,0.295,0,2,15.94,0.74,1,0,0.4,2,1642.96,1,0
T202600827,C100203,03-03-2026 00:47,59,770,student,31.58,0,luxury,US,8.7,0,mobile,mobile_app,0.206,1,1,15,2.11,0,0,0.352,0,623.73,0,0
T202600828,C100143,19-03-2026 20:15,42,1264,retail,25.28,20,digital_services,US,18.5,0,atm,card_swipe,0.514,0,0,31.47,0.8,0,0,0.523,0,7821.88,0,0
T202600829,C100316,15-02-2026 14:03,61,428,senior,177.94,14,grocery,AE,8.2,0,mobile,contactless,0.242,1,2,186.03,0.96,1,0,0.571,0,4822.83,0,0
T202600830,C100140,14-01-2026 02:35,76,353,senior,95.68,2,grocery,AE,13.3,0,atm,contactless,0.168,0,4,106.02,0.9,1,0,0.572,0,7069.94,0,0
T202600831,C100099,12-02-2026 08:25,26,1082,senior,50.07,8,fuel,IN,24.4,0,pos,atm,0.119,0,2,33.28,1.5,0,0,0.204,1,2508.54,0,0
T202600832,C100102,19-02-2026 02:04,66,1200,retail,61.41,2,gaming,US,3.4,0,pos,mobile_app,0.804,1,3,24.73,2.48,0,0,0.523,1,3761.04,0,1
T202600833,C100198,23-01-2026 00:05,38,704,retail,27.35,0,utilities,AE,32.8,0,pos,card_swipe,0.384,0,1,20.46,1.34,1,0,0.343,2,4161.99,0,0
T202600834,C100275,17-01-2026 03:11,46,506,retail,32.63,3,gaming,US,14.5,0,pos,mobile_app,0.01,0,2,20.01,1.63,1,0,0.298,1,2284.28,0,0
T202600835,C100218,06-01-2026 10:53,44,1146,retail,49.95,10,gaming,BR,6060.6,1,atm,web_portal,0.377,0,3,57.27,0.87,0,1,0.461,0,2628.37,0,0
T202600836,C100235,29-03-2026 18:53,61,1146,retail,67.56,18,utilities,GB,32.6,0,mobile,atm,0.408,0,0,81.66,0.83,1,0,0.225,0,3091.81,0,0
T202600837,C100179,24-01-2026 04:24,48,2316,retail,288.22,4,travel,US,252.6,0,mobile,contactless,0.648,1,1,224.76,1.28,0,0,0.672,1,5534.7,0,0
T202600838,C100034,04-03-2026 16:23,71,883,retail,34.69,16,fuel,BR,3971.3,0,mobile,contactless,0.643,0,0,39.87,0.87,1,1,0.297,1,3685.02,0,0
T202600839,C100065,13-01-2026 06:39,37,1026,affluent,24.25,6,electronics,IN,4.6,0,web,mobile_app,0.257,0,0,21.53,1.13,1,0,0.449,0,1241.12,0,0
T202600840,C100170,25-02-2026 11:53,24,498,retail,132.49,11,utilities,BR,10.6,0,pos,mobile_app,0.132,1,2,108.6,1.22,1,0,0.715,2,5333.2,1,0
T202600841,C100270,19-03-2026 01:04,35,636,senior,121.57,1,grocery,SG,13.3,0,pos,mobile_app,0.269,1,0,169.73,0.72,1,0,0.429,1,11384.22,0,0
T202600842,C100165,15-02-2026 17:33,66,809,retail,36.39,17,fashion,CA,0.5,0,mobile,card_swipe,0.338,0,1,47.69,0.76,1,0,0.388,0,5578.56,0,0
T202600843,C100031,29-03-2026 09:00,31,1055,student,15.36,9,utilities,SG,4.2,0,pos,card_swipe,0.233,0,3,15,1.02,0,0,0.262,1,2666.26,0,0
T202600844,C100211,17-01-2026 10:52,61,1060,retail,22.09,10,restaurant,SG,3.7,0,mobile,contactless,0.357,1,2,51.39,0.43,1,0,0.354,0,4855.9,0,0
T202600845,C100057,31-01-2026 15:26,27,873,retail,60,15,fuel,DE,0.4,0,mobile,card_swipe,0.167,0,1,72.45,0.83,1,0,0.131,0,2543.08,0,0
T202600846,C100024,10-02-2026 10:09,64,214,retail,38.08,10,travel,US,4.1,1,pos,atm,0.206,2,5,38,1,1,0,0.463,0,558.69,0,0
T202600847,C100072,29-03-2026 21:22,45,710,retail,17.1,21,restaurant,US,6.5,0,web,web_portal,0.566,0,0,28.17,0.61,1,0,0.389,0,5898.79,0,0
T202600848,C100146,06-02-2026 03:03,20,729,retail,199.31,3,grocery,DE,14.6,0,pos,mobile_app,0.309,0,1,146.01,1.37,0,0,0.498,0,5579.98,0,0
T202600849,C100101,06-02-2026 05:47,29,1218,senior,14.6,5,fuel,US,4,0,web,contactless,0.228,1,0,30.15,0.48,1,0,0.33,0,3406.23,0,0
T202600850,C100308,25-01-2026 16:55,36,1455,student,74.21,16,restaurant,NG,2293.7,0,mobile,card_swipe,0.654,0,1,80.8,0.92,1,1,0.334,0,6457.03,0,1
T202600851,C100135,15-03-2026 21:49,36,766,retail,30.29,21,grocery,GB,5.8,0,web,atm,0.344,0,3,71.16,0.43,1,0,0.01,0,1258.48,0,0
T202600852,C100279,27-02-2026 06:42,22,445,retail,99.21,6,fashion,IN,35.3,0,pos,web_portal,0.473,0,2,76.17,1.3,1,0,0.387,0,3170.55,1,0
T202600853,C100137,30-03-2026 02:23,19,581,retail,99.54,2,grocery,NG,6.8,0,pos,card_swipe,0.255,0,2,36.8,2.7,1,0,0.517,2,3390.59,0,0
T202600854,C100265,13-01-2026 08:53,52,1212,retail,208.34,8,healthcare,US,20.6,0,mobile,contactless,0.477,0,2,127.29,1.64,0,0,0.538,0,1997.83,0,0
T202600855,C100093,28-02-2026 12:34,41,395,retail,254.48,12,grocery,US,4497.5,0,mobile,card_swipe,0.36,0,2,141.97,1.79,1,1,0.505,0,3862.96,1,0
T202600856,C100056,11-03-2026 06:01,50,1022,small_business,29.93,6,fuel,US,5.9,0,pos,contactless,0.39,0,3,112.55,0.27,1,0,0.013,1,1165.34,0,0
T202600857,C100021,25-03-2026 12:28,40,804,affluent,41.67,12,digital_services,AE,7.7,0,pos,atm,0.726,0,1,31.77,1.31,0,0,0.32,0,10938.04,1,0
T202600858,C100072,12-01-2026 15:40,45,710,retail,37.22,15,grocery,US,0.1,0,mobile,card_swipe,0.519,2,0,28.17,1.32,1,0,0.456,0,5863.87,0,0
T202600859,C100093,25-03-2026 14:14,41,395,retail,548.11,14,luxury,MX,8273.1,0,pos,mobile_app,0.216,0,0,141.97,3.86,1,1,0.526,0,2998.55,1,0
T202600860,C100137,06-02-2026 00:10,19,581,retail,71.71,0,utilities,NG,3.4,0,mobile,atm,0.258,0,1,36.8,1.95,1,0,0.338,2,4143.8,0,0
T202600861,C100243,24-02-2026 17:53,56,647,retail,133.63,17,luxury,MX,8241.4,0,pos,mobile_app,0.172,1,0,91.91,1.45,1,1,0.384,0,11506.41,0,0
T202600862,C100098,18-03-2026 06:36,56,212,senior,50.79,6,digital_services,GB,17.5,0,atm,web_portal,0.01,0,2,26.55,1.91,0,0,0.579,1,4196.65,0,0
T202600863,C100147,11-01-2026 21:10,32,968,retail,29.41,21,grocery,MX,23.2,0,mobile,mobile_app,0.638,0,0,70.17,0.42,0,0,0.49,0,4149.63,0,0
T202600864,C100199,07-03-2026 10:08,75,895,senior,101.17,10,electronics,IN,6.9,0,web,atm,0.397,0,2,40.61,2.49,1,0,0.1,1,6614.84,0,0
T202600865,C100248,15-01-2026 12:55,65,2017,retail,146.76,12,travel,AE,6876.4,0,web,card_swipe,0.406,0,0,85.21,1.72,0,1,0.46,1,5062.78,0,1
T202600866,C100134,23-02-2026 13:12,65,523,student,125.65,13,restaurant,AE,8534.4,0,mobile,web_portal,0.238,0,0,27.44,4.58,1,1,0.652,0,5646.1,0,1
T202600867,C100069,24-01-2026 08:27,46,689,retail,179.89,8,atm_withdrawal,IN,118.3,0,mobile,mobile_app,0.458,1,1,257.57,0.7,0,0,0.09,0,2122.51,0,0
T202600868,C100099,20-03-2026 00:03,26,1082,senior,17.18,0,healthcare,IN,12,0,pos,web_portal,0.295,0,3,33.28,0.52,1,0,0.465,1,2729,0,0
T202600869,C100060,08-03-2026 05:14,73,766,small_business,64.82,5,healthcare,NG,578.3,1,pos,contactless,0.467,1,3,15,4.32,1,1,0.595,1,8713.89,0,1
T202600870,C100292,11-01-2026 06:35,75,415,retail,32.84,6,grocery,SG,25.8,0,mobile,web_portal,0.067,0,0,40.29,0.82,0,0,0.122,0,1858.13,0,0
T202600871,C100130,24-02-2026 03:46,51,168,retail,335.23,3,digital_services,IN,21.8,0,pos,web_portal,0.273,1,3,101.46,3.3,0,0,0.092,1,33659.31,0,0
T202600872,C100144,28-02-2026 14:39,77,602,retail,168.74,14,utilities,US,13.3,0,web,card_swipe,0.609,0,4,235.73,0.72,1,0,0.356,1,3321.77,1,0
T202600873,C100308,28-01-2026 16:30,36,1455,student,227.66,16,healthcare,US,10,0,pos,card_swipe,0.107,0,1,80.8,2.82,1,0,0.241,0,6778.59,0,0
T202600874,C100082,06-03-2026 15:36,27,1208,retail,36.55,15,electronics,US,15.4,0,pos,card_swipe,0.099,0,2,24.77,1.48,0,0,0.414,0,4989.06,0,0
T202600875,C100030,18-01-2026 14:31,45,676,retail,109.46,14,healthcare,NG,4.6,0,pos,contactless,0.593,0,1,55.54,1.97,0,0,0.362,0,1794.22,0,0
T202600876,C100247,01-02-2026 12:37,42,326,affluent,881.1,12,grocery,CA,27.4,0,web,contactless,0.51,0,1,377.05,2.34,1,0,0.119,1,5390.69,1,0
T202600877,C100191,29-03-2026 08:38,55,663,retail,235.51,8,fuel,CA,10,0,mobile,contactless,0.275,0,1,123.74,1.9,1,0,0.413,1,1218.56,0,1
T202600878,C100258,30-03-2026 13:08,28,283,retail,47.8,13,grocery,US,34.2,0,mobile,card_swipe,0.103,0,2,50.29,0.95,1,0,0.553,1,2629.9,0,0
T202600879,C100076,05-03-2026 03:46,37,1228,retail,59.42,3,digital_services,AE,1000.1,0,mobile,card_swipe,0.268,1,2,62.57,0.95,0,1,0.581,2,699.15,0,0
T202600880,C100015,10-01-2026 04:02,65,392,retail,23.91,4,grocery,MX,39.3,0,pos,mobile_app,0.197,1,1,55.68,0.43,1,0,0.373,0,761.74,0,1
T202600881,C100100,03-03-2026 22:57,67,1601,senior,202.38,22,luxury,US,24.7,0,web,card_swipe,0.023,0,2,203.1,1,0,0,0.664,0,7519.85,0,0
T202600882,C100255,20-02-2026 13:56,26,1080,retail,277.2,13,fashion,NG,7.7,1,mobile,web_portal,0.319,6,3,86.88,3.19,1,0,0.429,1,3608.74,0,0
T202600883,C100239,09-02-2026 18:33,55,1021,retail,362,18,healthcare,IN,2386.9,0,mobile,contactless,0.46,0,1,109.23,3.31,1,1,0.585,0,2139,0,1
T202600884,C100163,08-01-2026 13:11,42,1096,retail,124.58,13,gaming,DE,32.2,0,web,card_swipe,0.286,1,0,71.74,1.74,0,0,0.344,0,8125.82,0,0
T202600885,C100292,18-02-2026 16:03,75,415,retail,124.08,16,luxury,SG,17,0,web,web_portal,0.305,0,1,40.29,3.08,1,0,0.578,0,2064.09,0,0
T202600886,C100073,19-02-2026 02:18,25,937,retail,8.61,2,gaming,GB,15.7,0,pos,web_portal,0.299,0,4,15.94,0.54,1,0,0.571,2,1619.81,0,0
T202600887,C100277,24-02-2026 03:39,64,479,affluent,203.13,3,travel,US,7.6,0,pos,mobile_app,0.361,0,1,87.65,2.32,0,0,0.6,1,1866.35,0,0
T202600888,C100200,27-03-2026 06:59,39,1142,retail,6.63,6,digital_services,DE,32,0,web,atm,0.411,0,0,27.99,0.24,1,0,0.483,0,3209,1,0
T202600889,C100027,02-01-2026 20:43,67,1257,small_business,45.84,20,gaming,DE,5.2,0,pos,mobile_app,0.151,0,0,54.46,0.84,1,0,0.541,0,1070.58,0,0
T202600890,C100058,12-03-2026 01:26,62,829,senior,108.54,1,grocery,US,12.8,0,mobile,contactless,0.17,0,1,66.75,1.63,1,0,0.262,1,1471.26,0,1
T202600891,C100104,11-01-2026 04:14,65,925,retail,58.11,4,healthcare,US,6.1,0,mobile,mobile_app,0.201,0,1,91.39,0.64,0,0,0.366,1,18484.74,0,0
T202600892,C100281,23-02-2026 21:24,47,480,retail,171.04,21,fashion,US,14.6,0,web,mobile_app,0.104,0,1,201.38,0.85,1,0,0.369,0,4322.58,0,0
T202600893,C100195,05-02-2026 06:50,23,160,retail,7.26,6,grocery,AE,1.1,0,pos,atm,0.105,0,2,15,0.48,1,0,0.154,1,3204.4,0,0
T202600894,C100307,15-02-2026 16:01,51,1107,retail,391.99,16,fashion,MX,3.5,0,pos,card_swipe,0.149,1,0,112.28,3.49,1,0,0.218,0,7331.65,0,0
T202600895,C100155,16-03-2026 21:44,57,955,retail,84.9,21,restaurant,DE,1677.6,1,pos,atm,0.418,2,3,83.64,1.02,1,1,0.229,2,1128.36,0,1
T202600896,C100125,06-01-2026 11:56,51,892,retail,44.14,11,healthcare,AE,23.3,0,web,atm,0.087,0,0,119.93,0.37,1,0,0.105,0,4661.48,0,0
T202600897,C100130,27-01-2026 17:15,51,168,retail,147.05,17,travel,IN,311.7,0,mobile,card_swipe,0.179,1,2,101.46,1.45,0,0,0.711,1,35902.25,1,0
T202600898,C100202,28-03-2026 00:20,47,938,affluent,248.13,0,electronics,US,7.9,0,atm,mobile_app,0.569,1,3,69.42,3.57,1,0,0.01,0,1128.03,1,0
T202600899,C100304,01-02-2026 23:16,50,450,retail,82.34,23,fuel,US,13.7,1,pos,card_swipe,0.282,2,3,57.22,1.44,0,0,0.078,0,1828.66,1,0
T202600900,C100262,22-02-2026 22:05,35,605,retail,34.37,22,fuel,AE,1.3,0,web,contactless,0.077,0,1,50.23,0.68,0,0,0.278,0,30757.75,0,0
T202600901,C100123,09-02-2026 23:37,46,907,retail,211.31,23,fashion,IN,33.9,0,pos,contactless,0.52,1,2,175.55,1.2,1,0,0.478,0,5461.35,0,0
T202600902,C100305,27-02-2026 15:28,26,1816,student,13.91,15,grocery,IN,14.4,1,mobile,card_swipe,0.305,1,1,46.12,0.3,0,0,0.702,0,6387.14,0,0
T202600903,C100218,09-02-2026 16:06,44,1146,retail,112.74,16,grocery,US,10.8,0,pos,card_swipe,0.714,2,1,57.27,1.97,0,0,0.255,0,2859.91,0,0
T202600904,C100250,08-01-2026 14:56,28,1094,retail,75.12,14,gaming,US,6921.9,1,mobile,contactless,0.287,2,3,132.55,0.57,1,1,0.577,0,9178.98,0,0
T202600905,C100308,11-01-2026 16:50,36,1455,student,67.2,16,fashion,US,30,0,pos,web_portal,0.174,0,2,80.8,0.83,1,0,0.369,0,7214.45,0,0
T202600906,C100010,08-02-2026 06:18,49,875,student,138.92,6,grocery,GB,20,0,mobile,contactless,0.049,0,3,177.27,0.78,1,0,0.483,0,896.86,0,0
T202600907,C100177,20-03-2026 01:00,27,1528,small_business,16.3,1,grocery,US,11.8,0,pos,mobile_app,0.319,0,0,67.86,0.24,1,0,0.138,1,8592.68,0,0
T202600908,C100246,21-03-2026 23:17,63,1076,senior,28.16,23,fuel,GB,12.1,0,atm,atm,0.128,0,3,30.74,0.92,1,0,0.35,0,3182.28,0,0
T202600909,C100184,25-02-2026 14:47,47,1122,senior,27.06,14,gaming,US,33.4,0,web,contactless,0.504,1,0,15,1.8,1,0,0.155,1,49983.09,0,0
T202600910,C100198,23-01-2026 16:53,38,704,retail,17.03,16,grocery,AE,11.4,0,web,contactless,0.111,0,2,20.46,0.83,1,0,0.121,2,4318.93,0,0
T202600911,C100194,21-02-2026 22:40,75,600,small_business,118.33,22,gaming,US,1.4,0,atm,card_swipe,0.041,0,5,49.6,2.39,0,0,0.407,0,7253.23,0,0
T202600912,C100240,22-02-2026 07:57,26,645,retail,277.3,7,electronics,BR,28.7,0,pos,card_swipe,0.156,0,2,509.31,0.54,1,0,0.214,1,5744.86,0,0
T202600913,C100023,05-01-2026 13:35,73,845,senior,55.44,13,fuel,IN,0,1,web,contactless,0.053,1,1,66.84,0.83,1,0,0.295,1,1471.32,0,0
T202600914,C100268,29-01-2026 07:57,54,1201,senior,81.15,7,electronics,SG,7583.5,1,pos,web_portal,0.31,3,4,28.64,2.83,1,1,0.19,0,10483.98,0,0
T202600915,C100005,29-03-2026 10:57,69,979,retail,76.73,10,electronics,GB,22.7,0,atm,atm,0.299,0,1,98.47,0.78,1,0,0.099,1,1940.74,0,0
T202600916,C100115,10-01-2026 20:58,52,628,small_business,9.36,20,fashion,IN,0.6,0,atm,web_portal,0.032,0,1,39.05,0.24,1,0,0.33,0,2202.87,0,0
T202600917,C100154,02-02-2026 12:43,44,1350,retail,66.23,12,healthcare,US,17.3,0,pos,card_swipe,0.011,1,0,36.68,1.81,1,0,0.589,1,4157.26,0,0
T202600918,C100317,14-01-2026 04:29,61,832,retail,67.75,4,grocery,US,14.3,0,atm,web_portal,0.595,0,5,35.19,1.93,0,0,0.053,2,3670.14,0,0
T202600919,C100251,22-02-2026 09:22,47,381,senior,90.3,9,grocery,MX,6.2,0,mobile,atm,0.739,0,0,61.44,1.47,0,0,0.388,0,8357.23,0,0
T202600920,C100239,21-02-2026 18:41,55,1021,retail,62.77,18,restaurant,GB,12.1,0,web,card_swipe,0.151,0,0,109.23,0.57,1,0,0.193,0,2255.55,0,0
T202600921,C100006,24-01-2026 01:01,23,789,retail,21.21,1,digital_services,US,19.3,0,mobile,mobile_app,0.231,0,0,29.28,0.72,1,0,0.557,0,1044.53,0,0
